ix,iy,clng,clat,town,anchor_count,anchor_names,mentions_sum,oai_sum,poi_count,avg_rating,review_total,culture,tourism,mismatch,category
48,57,113.05625,23.05675,狮山镇,0,,0.0,0.0,2,4.4,1,0.0,30.36,30.36,一般地带
70,46,113.15525,23.00725,桂城街道,0,,0.0,0.0,5,3.5,1,0.0,31.92,31.92,一般地带
45,54,113.04275,23.04325,狮山镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
54,58,113.08325,23.06125,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
66,70,113.13725,23.11525,里水镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
35,29,112.99775,22.93075,丹灶镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
33,67,112.98875,23.10175,狮山镇,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
69,49,113.15075,23.02075,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
54,96,113.08325,23.23225,狮山镇,0,,0.0,0.0,2,4.0,1,0.0,28.76,28.76,一般地带
40,78,113.02025,23.15125,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
69,82,113.15075,23.16925,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
59,70,113.10575,23.11525,大沥镇,0,,0.0,0.0,19,0.0,0,0.0,22.32,22.32,双低空白
72,56,113.16425,23.05225,桂城街道,0,,0.0,0.0,6,5.0,0,0.0,34.5,34.5,一般地带
15,56,112.90775,23.05225,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
59,61,113.10575,23.07475,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
64,70,113.12825,23.11525,里水镇,0,,0.0,0.0,7,3.0,0,0.0,27.49,27.49,一般地带
38,70,113.01125,23.11525,狮山镇,0,,0.0,0.0,2,3.1,1,0.0,25.16,25.16,一般地带
26,34,112.95725,22.95325,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
71,49,113.15975,23.02075,桂城街道,0,,0.0,0.0,11,3.63,4,0.0,43.65,43.65,一般地带
66,59,113.13725,23.06575,桂城街道,0,,0.0,0.0,19,0.0,0,0.0,22.32,22.32,双低空白
64,102,113.12825,23.25925,里水镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
40,26,113.02025,22.91725,丹灶镇,0,,0.0,0.0,17,0.0,0,0.0,21.53,21.53,双低空白
53,78,113.07875,23.15125,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
11,15,112.88975,22.86775,西樵镇,0,,0.0,0.0,1,4.3,1,0.0,26.94,26.94,一般地带
55,95,113.08775,23.22775,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
13,61,112.89875,23.07475,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
57,76,113.09675,23.14225,大沥镇,0,,0.0,0.0,10,0.0,0,0.0,17.86,17.86,双低空白
44,22,113.03825,22.89925,九江镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
62,106,113.11925,23.27725,里水镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
46,75,113.04725,23.13775,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
68,58,113.14625,23.06125,桂城街道,0,,0.0,0.0,8,4.5,2,0.0,41.62,41.62,一般地带
78,49,113.19125,23.02075,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
87,45,113.23175,23.00275,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
72,65,113.16425,23.09275,大沥镇,0,,0.0,0.0,4,0.0,1,0.0,16.56,16.56,双低空白
37,74,113.00675,23.13325,狮山镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
67,101,113.14175,23.25475,里水镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
66,56,113.13725,23.05225,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
27,29,112.96175,22.93075,西樵镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
79,73,113.19575,23.12875,里水镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
55,62,113.08775,23.07925,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
42,6,113.02925,22.82725,九江镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
71,77,113.15975,23.14675,里水镇,0,,0.0,0.0,11,0.0,0,0.0,18.51,18.51,双低空白
49,74,113.06075,23.13325,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
33,21,112.98875,22.89475,丹灶镇,0,,0.0,0.0,3,4.05,2,0.0,33.78,33.78,一般地带
81,54,113.20475,23.04325,桂城街道,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
77,56,113.18675,23.05225,桂城街道,0,,0.0,0.0,6,0.0,0,0.0,14.5,14.5,双低空白
26,58,112.95725,23.06125,丹灶镇,0,,0.0,0.0,7,0.0,0,0.0,15.49,15.49,双低空白
58,79,113.10125,23.15575,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
60,61,113.11025,23.07475,大沥镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
64,67,113.12825,23.10175,里水镇,0,,0.0,0.0,8,0.0,0,0.0,16.37,16.37,双低空白
75,53,113.17775,23.03875,桂城街道,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
86,49,113.22725,23.02075,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
33,65,112.98875,23.09275,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
58,69,113.10125,23.11075,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
89,44,113.24075,22.99825,桂城街道,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
71,60,113.15975,23.07025,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
71,88,113.15975,23.19625,里水镇,0,,0.0,0.0,118,0.0,0,0.0,35.6,35.6,一般地带
70,58,113.15525,23.06125,桂城街道,0,,0.0,0.0,4,5.0,0,0.0,31.99,31.99,一般地带
69,58,113.15075,23.06125,桂城街道,0,,0.0,0.0,4,4.4,1,0.0,34.16,34.16,一般地带
18,52,112.92125,23.03425,丹灶镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
67,53,113.14175,23.03875,桂城街道,0,,0.0,0.0,14,0.0,0,0.0,20.18,20.18,双低空白
37,73,113.00675,23.12875,狮山镇,0,,0.0,0.0,61,0.0,0,0.0,30.75,30.75,一般地带
62,69,113.11925,23.11075,大沥镇,0,,0.0,0.0,29,0.0,0,0.0,25.34,25.34,一般地带
78,53,113.19125,23.03875,桂城街道,0,,0.0,0.0,14,3.2,1,0.0,37.55,37.55,一般地带
81,76,113.20475,23.14225,里水镇,0,,0.0,0.0,10,4.0,1,0.0,38.44,38.44,一般地带
67,68,113.14175,23.10625,大沥镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
79,69,113.19575,23.11075,大沥镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
60,70,113.11025,23.11525,大沥镇,0,,0.0,0.0,9,0.0,0,0.0,17.15,17.15,双低空白
81,51,113.20475,23.02975,桂城街道,0,,0.0,0.0,16,4.2,1,0.0,42.48,42.48,一般地带
30,65,112.97525,23.09275,狮山镇,0,,0.0,0.0,20,2.9,1,0.0,38.86,38.86,一般地带
46,55,113.04725,23.04775,丹灶镇,0,,0.0,0.0,9,3.7,1,0.0,36.53,36.53,一般地带
38,10,113.01125,22.84525,九江镇,0,,0.0,0.0,11,0.0,0,0.0,18.51,18.51,双低空白
82,76,113.20925,23.14225,里水镇,0,,0.0,0.0,2,4.4,1,0.0,30.36,30.36,一般地带
38,72,113.01125,23.12425,狮山镇,0,,0.0,0.0,4,0.0,0,0.0,11.99,11.99,双低空白
75,65,113.17775,23.09275,大沥镇,0,,0.0,0.0,10,0.0,0,0.0,17.86,17.86,双低空白
71,58,113.15975,23.06125,桂城街道,0,,0.0,0.0,11,4.7,1,0.0,41.89,41.89,一般地带
71,87,113.15975,23.19175,里水镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
80,76,113.20025,23.14225,大沥镇,0,,0.0,0.0,15,4.36,5,0.0,49.92,49.92,一般地带
70,55,113.15525,23.04775,桂城街道,0,,0.0,0.0,2,5.0,0,0.0,28.18,28.18,一般地带
71,57,113.15975,23.05675,桂城街道,0,,0.0,0.0,5,0.0,0,0.0,13.35,13.35,双低空白
19,70,112.92575,23.11525,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
67,57,113.14175,23.05675,桂城街道,0,,0.0,0.0,18,4.1,3,0.0,47.49,47.49,一般地带
80,66,113.20025,23.09725,里水镇,0,,0.0,0.0,36,0.0,0,0.0,26.9,26.9,一般地带
45,55,113.04275,23.04775,丹灶镇,0,,0.0,0.0,17,0.0,0,0.0,21.53,21.53,双低空白
47,59,113.05175,23.06575,狮山镇,0,,0.0,0.0,3,0.0,0,0.0,10.33,10.33,双低空白
37,85,113.00675,23.18275,狮山镇,0,,0.0,0.0,1,0.0,0,0.0,5.16,5.16,双低空白
37,70,113.00675,23.11525,狮山镇,0,,0.0,0.0,2,4.75,4,0.0,37.81,37.81,一般地带
70,61,113.15525,23.07475,桂城街道,0,,0.0,0.0,10,5.0,1,0.0,42.44,42.44,一般地带
76,68,113.18225,23.10625,大沥镇,0,,0.0,0.0,6,4.4,1,0.0,36.67,36.67,一般地带
59,69,113.10575,23.11075,大沥镇,0,,0.0,0.0,7,4.7,10,0.0,50.12,50.12,空心景点
30,29,112.97525,22.93075,西樵镇,0,,0.0,0.0,18,4.45,14,0.0,57.61,57.61,空心景点
57,86,113.09675,23.18725,大沥镇,0,,0.0,0.0,8,4.5,1,0.0,38.94,38.94,一般地带
22,73,112.93925,23.12875,狮山镇,0,,0.0,0.0,1,4.6,1,0.0,28.14,28.14,一般地带
11,49,112.88975,23.02075,丹灶镇,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
79,75,113.19575,23.13775,里水镇,0,,0.0,0.0,8,4.4,1,0.0,38.54,38.54,一般地带
13,57,112.89875,23.05675,丹灶镇,0,,0.0,0.0,1,4.5,1,0.0,27.74,27.74,一般地带
60,60,113.11025,23.07025,大沥镇,0,,0.0,0.0,3,4.5,1,0.0,32.9,32.9,一般地带
8,57,112.87625,23.05675,丹灶镇,0,,0.0,0.0,3,4.5,12,0.0,45.26,45.26,一般地带
77,84,113.18675,23.17825,里水镇,0,,0.0,0.0,2,4.4,1,0.0,30.36,30.36,一般地带
23,27,112.94375,22.92175,西樵镇,0,,0.0,0.0,3,3.8,43,0.0,50.5,50.5,空心景点
24,73,112.94825,23.12875,狮山镇,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
47,66,113.05175,23.09725,狮山镇,0,,0.0,0.0,3,4.6,4,0.0,39.35,39.35,一般地带
54,68,113.08325,23.10625,大沥镇,0,,0.0,0.0,2,4.4,1,0.0,30.36,30.36,一般地带
91,42,113.24975,22.98925,桂城街道,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
75,98,113.17775,23.24125,里水镇,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
56,82,113.09225,23.16925,大沥镇,0,,0.0,0.0,1,4.5,1,0.0,27.74,27.74,一般地带
72,55,113.16425,23.04775,桂城街道,0,,0.0,0.0,4,4.7,1,0.0,35.36,35.36,一般地带
78,82,113.19125,23.16925,里水镇,0,,0.0,0.0,1,4.5,1,0.0,27.74,27.74,一般地带
72,47,113.16425,23.01175,桂城街道,0,,0.0,0.0,2,4.5,1,0.0,30.76,30.76,一般地带
75,49,113.17775,23.02075,桂城街道,0,,0.0,0.0,6,4.03,2,0.0,37.87,37.87,一般地带
75,58,113.17775,23.06125,桂城街道,0,,0.0,0.0,5,4.5,1,0.0,35.92,35.92,一般地带
75,56,113.17775,23.05225,桂城街道,0,,0.0,0.0,6,4.6,1,0.0,37.47,37.47,一般地带
74,52,113.17325,23.03425,桂城街道,0,,0.0,0.0,5,4.5,1,0.0,35.92,35.92,一般地带
69,52,113.15075,23.03425,桂城街道,0,,0.0,0.0,73,4.6,1,0.0,55.04,55.04,空心景点
70,60,113.15525,23.07025,桂城街道,0,,0.0,0.0,66,4.3,1,0.0,53.1,53.1,空心景点
30,69,112.97525,23.11075,狮山镇,0,,0.0,0.0,2,4.5,1,0.0,30.76,30.76,一般地带
70,47,113.15525,23.01175,桂城街道,0,,0.0,0.0,30,4.4,3,0.0,52.33,52.33,空心景点
10,16,112.88525,22.87225,西樵镇,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
37,71,113.00675,23.11975,狮山镇,0,,0.0,0.0,2,4.5,1,0.0,30.76,30.76,一般地带
33,64,112.98875,23.08825,狮山镇,0,,0.0,0.0,1,4.5,1,0.0,27.74,27.74,一般地带
60,88,113.11025,23.19625,里水镇,0,,0.0,0.0,2,4.2,1,0.0,29.56,29.56,一般地带
13,56,112.89875,23.05225,丹灶镇,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
56,60,113.09225,23.07025,大沥镇,0,,0.0,0.0,5,4.45,1,0.0,35.72,35.72,一般地带
42,69,113.02925,23.11075,狮山镇,0,,0.0,0.0,1,4.3,1,0.0,26.94,26.94,一般地带
73,59,113.16875,23.06575,桂城街道,0,,0.0,0.0,4,4.6,1,0.0,34.96,34.96,一般地带
67,80,113.14175,23.16025,里水镇,0,,0.0,0.0,1,4.5,1,0.0,27.74,27.74,一般地带
26,31,112.95725,22.93975,西樵镇,0,,0.0,0.0,26,4.5,1,0.0,47.13,47.13,一般地带
35,78,112.99775,23.15125,狮山镇,0,,0.0,0.0,1,4.5,1,0.0,27.74,27.74,一般地带
78,68,113.19125,23.10625,大沥镇,0,,0.0,0.0,4,4.35,2,0.0,36.64,36.64,一般地带
73,99,113.16875,23.24575,里水镇,0,,0.0,0.0,1,4.4,1,0.0,27.34,27.34,一般地带
61,107,113.11475,23.28175,里水镇,0,,0.0,0.0,2,4.5,1,0.0,30.76,30.76,一般地带
44,81,113.03825,23.16475,狮山镇,0,,0.0,0.0,1,4.1,1,0.0,26.14,26.14,一般地带
10,15,112.88525,22.86775,西樵镇,0,,0.0,0.0,1,4.7,1,0.0,28.54,28.54,一般地带
25,85,112.95275,23.18275,狮山镇,0,,0.0,0.0,1,4.5,1,0.0,27.74,27.74,一般地带
75,74,113.17775,23.13325,大沥镇,0,,0.0,0.0,2,4.35,2,0.0,32.84,32.84,一般地带
74,70,113.17325,23.11525,里水镇,0,,0.0,0.0,13,4.4,1,0.0,41.84,41.84,一般地带
80,56,113.20025,23.05225,桂城街道,0,,0.0,0.0,1,4.5,1,0.0,27.74,27.74,一般地带
83,49,113.21375,23.02075,桂城街道,0,,0.0,0.0,4,3.6,1,0.0,30.96,30.96,一般地带
69,53,113.15075,23.03875,桂城街道,0,,0.0,0.0,419,4.0,2,0.0,68.25,68.25,空心景点
30,34,112.97525,22.95325,西樵镇,0,,0.0,0.0,16,4.0,1,0.0,41.68,41.68,一般地带
72,70,113.16425,23.11525,里水镇,0,,0.0,0.0,6,3.9,1,0.0,34.67,34.67,一般地带
36,68,113.00225,23.10625,狮山镇,0,,0.0,0.0,4,4.1,1,0.0,32.96,32.96,一般地带
78,52,113.19125,23.03425,桂城街道,0,,0.0,0.0,2,3.6,1,0.0,27.16,27.16,一般地带
68,82,113.14625,23.16925,里水镇,0,,0.0,0.0,5,3.98,4,0.0,39.89,39.89,一般地带
80,53,113.20025,23.03875,桂城街道,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
68,70,113.14625,23.11525,里水镇,0,,0.0,0.0,5,4.2,2,0.0,37.4,37.4,一般地带
77,69,113.18675,23.11075,大沥镇,0,,0.0,0.0,25,4.3,1,0.0,46.05,46.05,一般地带
67,70,113.14175,23.11525,里水镇,0,,0.0,0.0,13,4.1,1,0.0,40.64,40.64,一般地带
35,71,112.99775,23.11975,狮山镇,0,,0.0,0.0,4,4.1,1,0.0,32.96,32.96,一般地带
78,69,113.19125,23.11075,大沥镇,0,,0.0,0.0,4,3.7,2,0.0,34.04,34.04,一般地带
8,12,112.87625,22.85425,西樵镇,0,,0.0,0.0,2,0.0,0,0.0,8.18,8.18,双低空白
48,61,113.05625,23.07475,狮山镇,0,,0.0,0.0,1,3.4,1,0.0,23.34,23.34,双低空白
21,55,112.93475,23.04775,丹灶镇,0,,0.0,0.0,7,3.77,3,0.0,39.72,39.72,一般地带
26,16,112.95725,22.87225,西樵镇,0,,0.0,0.0,5,3.95,2,0.0,36.4,36.4,一般地带
35,14,112.99775,22.86325,九江镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
31,31,112.97975,22.93975,西樵镇,0,,0.0,0.0,5,3.6,11,0.0,44.15,44.15,一般地带
66,109,113.13725,23.29075,里水镇,0,,0.0,0.0,3,3.53,3,0.0,33.6,33.6,一般地带
56,87,113.09225,23.19175,狮山镇,0,,0.0,0.0,2,3.4,1,0.0,26.36,26.36,一般地带
65,79,113.13275,23.15575,里水镇,0,,0.0,0.0,1,3.1,3,0.0,26.71,26.71,一般地带
67,95,113.14175,23.22775,里水镇,0,,0.0,0.0,2,3.3,1,0.0,25.96,25.96,一般地带
63,75,113.12375,23.13775,里水镇,0,,0.0,0.0,1,2.5,5,0.0,26.99,26.99,一般地带
61,74,113.11475,23.13325,大沥镇,0,,0.0,0.0,4,3.3,1,0.0,29.76,29.76,一般地带
66,104,113.13725,23.26825,里水镇,0,,0.0,0.0,2,3.5,1,0.0,26.76,26.76,一般地带
64,93,113.12825,23.21875,里水镇,0,,0.0,0.0,1,3.8,1,0.0,24.94,24.94,双低空白
61,78,113.11475,23.15125,大沥镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
63,96,113.12375,23.23225,里水镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
65,110,113.13275,23.29525,里水镇,0,,0.0,0.0,1,3.7,3,0.0,29.11,29.11,一般地带
46,23,113.04725,22.90375,丹灶镇,0,,0.0,0.0,2,3.4,2,0.0,29.04,29.04,一般地带
52,73,113.07425,23.12875,大沥镇,0,,0.0,0.0,9,3.45,4,0.0,41.58,41.58,一般地带
56,102,113.09225,23.25925,大沥镇,0,,0.0,0.0,1,3.5,1,0.0,23.74,23.74,双低空白
39,54,113.01575,23.04325,丹灶镇,0,,0.0,0.0,2,3.2,3,0.0,30.13,30.13,一般地带
72,81,113.16425,23.16475,里水镇,0,,0.0,0.0,1,3.8,1,0.0,24.94,24.94,双低空白
13,51,112.89875,23.02975,丹灶镇,0,,0.0,0.0,1,3.3,1,0.0,22.94,22.94,双低空白
14,58,112.90325,23.06125,狮山镇,0,,0.0,0.0,2,3.6,2,0.0,29.84,29.84,一般地带
14,72,112.90325,23.12425,狮山镇,0,,0.0,0.0,3,3.75,2,0.0,32.58,32.58,一般地带
32,37,112.98425,22.96675,丹灶镇,0,,0.0,0.0,2,3.7,1,0.0,27.56,27.56,一般地带
38,83,113.01125,23.17375,狮山镇,0,,0.0,0.0,1,3.8,1,0.0,24.94,24.94,双低空白
37,81,113.00675,23.16475,狮山镇,0,,0.0,0.0,1,3.5,1,0.0,23.74,23.74,双低空白
36,79,113.00225,23.15575,里水镇,0,,0.0,0.0,1,3.8,1,0.0,24.94,24.94,双低空白
32,58,112.98425,23.06125,狮山镇,0,,0.0,0.0,2,3.0,2,0.0,27.44,27.44,一般地带
36,85,113.00225,23.18275,狮山镇,0,,0.0,0.0,2,3.7,1,0.0,27.56,27.56,一般地带
26,63,112.95725,23.08375,丹灶镇,0,,0.0,0.0,5,3.7,1,0.0,32.72,32.72,一般地带
15,31,112.90775,22.93975,西樵镇,0,,0.0,0.0,1,2.7,1,0.0,20.54,20.54,双低空白
21,67,112.93475,23.10175,狮山镇,0,,0.0,0.0,1,3.1,1,0.0,22.14,22.14,双低空白
19,60,112.92575,23.07025,狮山镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
21,77,112.93475,23.14675,狮山镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
12,34,112.89425,22.95325,西樵镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
18,71,112.92125,23.11975,狮山镇,0,,0.0,0.0,7,3.6,1,0.0,34.47,34.47,一般地带
69,100,113.15075,23.25025,里水镇,0,,0.0,0.0,3,4.0,1,0.0,30.9,30.9,一般地带
39,53,113.01575,23.03875,丹灶镇,0,,0.0,0.0,1,3.1,1,0.0,22.14,22.14,双低空白
26,24,112.95725,22.90825,西樵镇,0,,0.0,0.0,1,3.6,1,0.0,24.14,24.14,双低空白
25,22,112.95275,22.89925,西樵镇,0,,0.0,0.0,1,3.5,1,0.0,23.74,23.74,双低空白
25,62,112.95275,23.07925,狮山镇,0,,0.0,0.0,1,3.6,1,0.0,24.14,24.14,双低空白
35,74,112.99775,23.13325,狮山镇,0,,0.0,0.0,2,3.7,1,0.0,27.56,27.56,一般地带
66,107,113.13725,23.28175,里水镇,0,,0.0,0.0,2,2.95,2,0.0,27.24,27.24,一般地带
26,90,112.95725,23.20525,狮山镇,0,,0.0,0.0,1,3.4,1,0.0,23.34,23.34,双低空白
20,43,112.93025,22.99375,丹灶镇,0,,0.0,0.0,1,2.8,2,0.0,23.61,23.61,双低空白
65,84,113.13275,23.17825,里水镇,0,,0.0,0.0,2,3.7,1,0.0,27.56,27.56,一般地带
73,103,113.16875,23.26375,里水镇,0,,0.0,0.0,2,3.6,1,0.0,27.16,27.16,一般地带
63,101,113.12375,23.25475,里水镇,0,,0.0,0.0,2,3.8,1,0.0,27.96,27.96,一般地带
27,24,112.96175,22.90825,西樵镇,0,,0.0,0.0,1,3.4,1,0.0,23.34,23.34,双低空白
28,51,112.96625,23.02975,丹灶镇,0,,0.0,0.0,1,3.5,1,0.0,23.74,23.74,双低空白
70,86,113.15525,23.18725,里水镇,0,,0.0,0.0,3,2.7,1,0.0,25.7,25.7,一般地带
27,10,112.96175,22.84525,西樵镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
36,12,113.00225,22.85425,九江镇,0,,0.0,0.0,2,3.7,1,0.0,27.56,27.56,一般地带
14,59,112.90325,23.06575,狮山镇,0,,0.0,0.0,1,3.0,1,0.0,21.74,21.74,双低空白
72,67,113.16425,23.10175,里水镇,0,,0.0,0.0,3,4.1,1,0.0,31.3,31.3,一般地带
64,111,113.12825,23.29975,里水镇,0,,0.0,0.0,1,3.8,1,0.0,24.94,24.94,双低空白
26,48,112.95725,23.01625,丹灶镇,0,,0.0,0.0,1,3.4,1,0.0,23.34,23.34,双低空白
38,91,113.01125,23.20975,狮山镇,0,,0.0,0.0,1,4.1,1,0.0,26.14,26.14,一般地带
27,85,112.96175,23.18275,狮山镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
12,27,112.89425,22.92175,西樵镇,0,,0.0,0.0,1,3.5,1,0.0,23.74,23.74,双低空白
31,52,112.97975,23.03425,丹灶镇,0,,0.0,0.0,1,2.7,1,0.0,20.54,20.54,双低空白
62,96,113.11925,23.23225,里水镇,0,,0.0,0.0,1,3.6,1,0.0,24.14,24.14,双低空白
28,50,112.96625,23.02525,丹灶镇,0,,0.0,0.0,1,3.3,1,0.0,22.94,22.94,双低空白
64,66,113.12825,23.09725,大沥镇,0,,0.0,0.0,3,4.1,1,0.0,31.3,31.3,一般地带
72,49,113.16425,23.02075,桂城街道,0,,0.0,0.0,8,4.1,1,0.0,37.34,37.34,一般地带
71,47,113.15975,23.01175,桂城街道,0,,0.0,0.0,5,4.3,1,0.0,35.12,35.12,一般地带
32,26,112.98425,22.91725,西樵镇,0,,0.0,0.0,2,3.9,11,0.0,40.18,40.18,一般地带
29,22,112.97075,22.89925,西樵镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
23,39,112.94375,22.97575,西樵镇,0,,0.0,0.0,4,4.0,1,0.0,32.56,32.56,一般地带
19,61,112.92575,23.07475,狮山镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
42,8,113.02925,22.83625,丹灶镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
29,59,112.97075,23.06575,狮山镇,0,,0.0,0.0,3,3.93,3,0.0,35.2,35.2,一般地带
69,75,113.15075,23.13775,里水镇,0,,0.0,0.0,12,4.0,1,0.0,39.68,39.68,一般地带
33,5,112.98875,22.82275,丹灶镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
15,34,112.90775,22.95325,西樵镇,0,,0.0,0.0,1,3.6,1,0.0,24.14,24.14,双低空白
47,3,113.05175,22.81375,桂城街道,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
29,32,112.97075,22.94425,西樵镇,0,,0.0,0.0,28,4.17,1,0.0,46.34,46.34,一般地带
20,60,112.93025,23.07025,丹灶镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
12,52,112.89425,23.03425,丹灶镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
68,61,113.14625,23.07475,大沥镇,0,,0.0,0.0,1,4.0,1,0.0,25.74,25.74,一般地带
63,57,113.12375,23.05675,桂城街道,0,,0.0,0.0,6,3.7,1,0.0,33.87,33.87,一般地带
38,5,113.01125,22.82275,丹灶镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
30,9,112.97525,22.84075,西樵镇,0,,0.0,0.0,3,3.8,1,0.0,30.1,30.1,一般地带
44,6,113.03825,22.82725,丹灶镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
51,87,113.06975,23.19175,大沥镇,0,,0.0,0.0,1,4.2,1,0.0,26.54,26.54,一般地带
56,93,113.09225,23.21875,大沥镇,0,,0.0,0.0,4,3.8,1,0.0,31.76,31.76,一般地带
34,30,112.99325,22.93525,西樵镇,0,,0.0,0.0,2,3.7,1,0.0,27.56,27.56,一般地带
17,26,112.91675,22.91725,西樵镇,0,,0.0,0.0,1,3.9,1,0.0,25.34,25.34,一般地带
30,83,112.97525,23.17375,狮山镇,0,,0.0,0.0,2,3.4,1,0.0,26.36,26.36,一般地带
24,28,112.94825,22.92625,西樵镇,0,,0.0,0.0,1,2.8,1,0.0,20.94,20.94,双低空白
90,51,113.24525,23.02975,桂城街道,0,,0.0,0.0,3,3.07,3,0.0,31.76,31.76,一般地带
40,4,113.02025,22.81825,九江镇,0,,0.0,0.0,1,2.4,1,0.0,19.34,19.34,双低空白
73,80,113.16875,23.16025,里水镇,0,,0.0,0.0,2,3.9,1,0.0,28.36,28.36,一般地带
70,69,113.15525,23.11075,里水镇,0,,0.0,0.0,13,3.7,1,0.0,39.04,39.04,一般地带
31,81,112.97975,23.16475,狮山镇,0,,0.0,0.0,3,3.8,1,0.0,30.1,30.1,一般地带
20,58,112.93025,23.06125,狮山镇,0,,0.0,0.0,1,3.5,1,0.0,23.74,23.74,双低空白
47,79,113.05175,23.15575,狮山镇,0,,0.0,0.0,1,3.7,1,0.0,24.54,24.54,双低空白
