2026-03-15 20:27:20 | model=qwen3:8b | file=001_南海县志_OCR连续文本.md | chunk=chunk_0000 | entities=3 | relations=0 | elapsed=69.7s
2026-03-16 15:06:22 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2503 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:06:25 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2504 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:06:28 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2505 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:06:30 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2506 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:06:33 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2507 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:06:35 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2508 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:06:38 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2509 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:06:41 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2510 | entities=1 | relations=0 | elapsed=3.0s
2026-03-16 15:06:44 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2511 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:06:46 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2512 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:06:49 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2513 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:06:56 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2514 | entities=3 | relations=2 | elapsed=7.2s
2026-03-16 15:06:59 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2515 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:07:01 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2516 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:04 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2517 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:07 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2518 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:09 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2519 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:12 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2520 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:14 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2521 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:17 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2522 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:07:20 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2523 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:22 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2524 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:25 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2525 | entities=1 | relations=0 | elapsed=3.0s
2026-03-16 15:07:28 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2526 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:30 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2527 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:33 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2528 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:36 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2529 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:38 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2530 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:41 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2531 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:07:43 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2532 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:46 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2533 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:49 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2534 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:07:51 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2535 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:08:05 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2536 | entities=14 | relations=4 | elapsed=13.8s
2026-03-16 15:08:14 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2537 | entities=4 | relations=4 | elapsed=8.9s
2026-03-16 15:08:17 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2538 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:08:29 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2539 | entities=6 | relations=5 | elapsed=11.9s
2026-03-16 15:08:44 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2540 | entities=13 | relations=0 | elapsed=15.6s
2026-03-16 15:08:47 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2541 | entities=0 | relations=0 | elapsed=2.9s
2026-03-16 15:09:02 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2542 | entities=19 | relations=8 | elapsed=14.8s
2026-03-16 15:09:05 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2543 | entities=1 | relations=0 | elapsed=3.2s
2026-03-16 15:09:20 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2544 | entities=6 | relations=9 | elapsed=15.2s
2026-03-16 15:09:28 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2545 | entities=4 | relations=0 | elapsed=7.2s
2026-03-16 15:09:34 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2546 | entities=2 | relations=0 | elapsed=6.1s
2026-03-16 15:09:43 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2547 | entities=6 | relations=0 | elapsed=9.0s
2026-03-16 15:09:51 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2548 | entities=4 | relations=0 | elapsed=8.6s
2026-03-16 15:09:54 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2549 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:10:02 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2550 | entities=3 | relations=0 | elapsed=7.8s
2026-03-16 15:10:10 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2551 | entities=5 | relations=1 | elapsed=8.4s
2026-03-16 15:10:13 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2552 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:10:22 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2553 | entities=5 | relations=4 | elapsed=9.4s
2026-03-16 15:10:38 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2554 | entities=14 | relations=15 | elapsed=15.7s
2026-03-16 15:10:47 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2555 | entities=5 | relations=4 | elapsed=8.9s
2026-03-16 15:10:54 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2556 | entities=2 | relations=1 | elapsed=7.0s
2026-03-16 15:10:57 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2557 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:10:59 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2558 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:11:07 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2559 | entities=3 | relations=2 | elapsed=7.5s
2026-03-16 15:11:10 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2560 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:11:18 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2561 | entities=3 | relations=0 | elapsed=8.0s
2026-03-16 15:11:31 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2562 | entities=10 | relations=9 | elapsed=13.0s
2026-03-16 15:11:40 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2563 | entities=6 | relations=3 | elapsed=9.6s
2026-03-16 15:11:51 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2564 | entities=5 | relations=2 | elapsed=10.2s
2026-03-16 15:12:04 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2565 | entities=12 | relations=0 | elapsed=13.7s
2026-03-16 15:12:07 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2566 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:12:16 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2567 | entities=5 | relations=5 | elapsed=9.4s
2026-03-16 15:12:23 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2568 | entities=2 | relations=1 | elapsed=6.6s
2026-03-16 15:12:34 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2569 | entities=7 | relations=1 | elapsed=11.1s
2026-03-16 15:12:44 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2570 | entities=7 | relations=0 | elapsed=10.5s
2026-03-16 15:12:47 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2571 | entities=0 | relations=0 | elapsed=2.9s
2026-03-16 15:12:56 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2572 | entities=6 | relations=2 | elapsed=8.2s
2026-03-16 15:12:58 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2573 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:13:01 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2574 | entities=1 | relations=0 | elapsed=2.9s
2026-03-16 15:13:04 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2575 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:13:16 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2576 | entities=6 | relations=6 | elapsed=11.7s
2026-03-16 15:13:23 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2577 | entities=2 | relations=2 | elapsed=7.2s
2026-03-16 15:13:30 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2578 | entities=2 | relations=2 | elapsed=7.1s
2026-03-16 15:13:39 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2579 | entities=5 | relations=4 | elapsed=9.1s
2026-03-16 15:13:42 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2580 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:13:49 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2581 | entities=3 | relations=1 | elapsed=7.5s
2026-03-16 15:13:56 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2582 | entities=2 | relations=1 | elapsed=6.8s
2026-03-16 15:13:59 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2583 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:14:08 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2584 | entities=4 | relations=3 | elapsed=8.5s
2026-03-16 15:14:10 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2585 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:14:17 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2586 | entities=3 | relations=0 | elapsed=6.7s
2026-03-16 15:14:27 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2587 | entities=4 | relations=3 | elapsed=9.6s
2026-03-16 15:14:29 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2588 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:14:38 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2589 | entities=3 | relations=0 | elapsed=8.5s
2026-03-16 15:14:46 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2590 | entities=3 | relations=3 | elapsed=8.0s
2026-03-16 15:14:49 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2591 | entities=1 | relations=0 | elapsed=3.0s
2026-03-16 15:14:56 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2592 | entities=4 | relations=1 | elapsed=7.4s
2026-03-16 15:15:05 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2593 | entities=6 | relations=4 | elapsed=9.0s
2026-03-16 15:15:16 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2594 | entities=6 | relations=3 | elapsed=10.5s
2026-03-16 15:15:24 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2595 | entities=4 | relations=2 | elapsed=8.5s
2026-03-16 15:15:28 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2596 | entities=1 | relations=0 | elapsed=3.1s
2026-03-16 15:15:35 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2597 | entities=3 | relations=1 | elapsed=7.4s
2026-03-16 15:15:43 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2598 | entities=3 | relations=3 | elapsed=8.6s
2026-03-16 15:15:47 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2599 | entities=1 | relations=0 | elapsed=3.2s
2026-03-16 15:15:53 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2600 | entities=2 | relations=2 | elapsed=6.7s
2026-03-16 15:16:03 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2601 | entities=4 | relations=4 | elapsed=10.1s
2026-03-16 15:16:14 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2602 | entities=8 | relations=6 | elapsed=10.2s
2026-03-16 15:16:16 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2603 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:16:25 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2604 | entities=4 | relations=2 | elapsed=8.5s
2026-03-16 15:16:33 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2605 | entities=4 | relations=3 | elapsed=7.8s
2026-03-16 15:16:41 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2606 | entities=3 | relations=0 | elapsed=8.1s
2026-03-16 15:16:48 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2607 | entities=3 | relations=1 | elapsed=7.0s
2026-03-16 15:16:51 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2608 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:16:58 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2609 | entities=2 | relations=1 | elapsed=7.0s
2026-03-16 15:17:00 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2610 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:17:03 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2611 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:17:06 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2612 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:17:08 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2613 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:17:15 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2614 | entities=2 | relations=1 | elapsed=7.0s
2026-03-16 15:17:22 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2615 | entities=2 | relations=1 | elapsed=6.8s
2026-03-16 15:17:29 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2616 | entities=4 | relations=0 | elapsed=6.6s
2026-03-16 15:17:39 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2617 | entities=5 | relations=0 | elapsed=10.3s
2026-03-16 15:17:49 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2618 | entities=6 | relations=0 | elapsed=9.6s
2026-03-16 15:17:51 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2619 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:17:54 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2620 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:17:56 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2621 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:17:59 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2622 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:18:07 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2623 | entities=3 | relations=2 | elapsed=8.2s
2026-03-16 15:18:10 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2624 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:18:21 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2625 | entities=4 | relations=5 | elapsed=11.0s
2026-03-16 15:18:24 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2626 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:18:26 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2627 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:18:29 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2628 | entities=1 | relations=0 | elapsed=2.9s
2026-03-16 15:18:38 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2629 | entities=4 | relations=5 | elapsed=8.5s
2026-03-16 15:18:41 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2630 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:18:48 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2631 | entities=3 | relations=0 | elapsed=7.8s
2026-03-16 15:18:51 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2632 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:18:54 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2633 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:18:57 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2634 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:00 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2635 | entities=1 | relations=0 | elapsed=3.0s
2026-03-16 15:19:02 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2636 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:19:05 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2637 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:07 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2638 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:10 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2639 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:13 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2640 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:19:15 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2641 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:18 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2642 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:21 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2643 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:23 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2644 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:26 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2645 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:28 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2646 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:31 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2647 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:33 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2648 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:36 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2649 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:19:47 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2650 | entities=5 | relations=6 | elapsed=10.6s
2026-03-16 15:19:54 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2651 | entities=3 | relations=2 | elapsed=7.4s
2026-03-16 15:19:57 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2652 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:19:59 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2653 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:20:02 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2654 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:05 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2655 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:07 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2656 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:10 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2657 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:12 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2658 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:15 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2659 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:20:18 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2660 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:20:20 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2661 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:23 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2662 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:20:26 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2663 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:32 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2664 | entities=3 | relations=2 | elapsed=6.8s
2026-03-16 15:20:35 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2665 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:20:38 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2666 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:40 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2667 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:20:43 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2668 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:46 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2669 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:48 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2670 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:51 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2671 | entities=0 | relations=0 | elapsed=2.5s
2026-03-16 15:20:53 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2672 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:20:56 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2673 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:21:04 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2674 | entities=4 | relations=0 | elapsed=8.0s
2026-03-16 15:21:07 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2675 | entities=0 | relations=0 | elapsed=2.8s
2026-03-16 15:21:09 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2676 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:21:12 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2677 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:21:15 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2678 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:21:17 | model=qwen2.5:7b | file=006_佛山市志_上.md | chunk=chunk_2679 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:21:20 | model=qwen2.5:7b | file=007_佛山市志_下.md | chunk=chunk_0000 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:21:30 | model=qwen2.5:7b | file=007_佛山市志_下.md | chunk=chunk_0001 | entities=8 | relations=1 | elapsed=9.8s
2026-03-16 15:21:33 | model=qwen2.5:7b | file=007_佛山市志_下.md | chunk=chunk_0002 | entities=1 | relations=0 | elapsed=3.7s
2026-03-16 15:21:42 | model=qwen2.5:7b | file=007_佛山市志_下.md | chunk=chunk_0003 | entities=5 | relations=4 | elapsed=8.8s
2026-03-16 15:21:51 | model=qwen2.5:7b | file=007_佛山市志_下.md | chunk=chunk_0004 | entities=5 | relations=4 | elapsed=9.2s
2026-03-16 15:21:59 | model=qwen2.5:7b | file=007_佛山市志_下.md | chunk=chunk_0005 | entities=4 | relations=2 | elapsed=7.6s
2026-03-16 15:22:06 | model=qwen2.5:7b | file=007_佛山市志_下.md | chunk=chunk_0006 | entities=2 | relations=0 | elapsed=6.5s
2026-03-16 15:22:08 | model=qwen2.5:7b | file=007_佛山市志_下.md | chunk=chunk_0007 | entities=0 | relations=0 | elapsed=2.7s
2026-03-16 15:22:11 | model=qwen2.5:7b | file=007_佛山市志_下.md | chunk=chunk_0008 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:22:14 | model=qwen2.5:7b | file=007_佛山市志_下.md | chunk=chunk_0009 | entities=0 | relations=0 | elapsed=2.6s
2026-03-16 15:22:16 | model=qwen2.5:7b | file=007_佛山市志_下.md | chunk=chunk_0010 | entities=0 | relations=0 | elapsed=2.6s
